
0	0	0
0.0001248	0	0
0.0002496	0	0
0.0003744	0	0
0.0004992	0	0
0.000624	0	0
0.0007488	0	0
0.0008736	0	0
0.0009984	0	0
0.0011232	0	8
0.001248	-8	-8
0.0013728	8	8
0.0014976	-8	-8
0.0016224	8	16
0.0017472	-8	-16
0.001872	16	24
0.0019968	-16	-24
0.0021216	24	32
0.0022464	-24	-40
0.0023712	32	48
0.002496	-34	-56
0.0026208	41	70
0.0027456	-49	-80
0.0028704	58	96
0.0029952	-71	-112
0.00312	80	128
0.0032448	-95	-151
0.0033696	108	174
0.0034944	-125	-199
0.0036192	142	228
0.003744	-163	-262
0.0038688	186	295
0.0039936	-210	-336
0.0041184	238	381
0.0042432	-268	-430
0.004368	301	483
0.0044928	-339	-543
0.0046176	379	610
0.0047424	-424	-681
0.0048672	472	757
0.004992	-528	-843
0.0051168	584	937
0.0052416	-649	-1040
0.0053664	716	1152
0.0054912	-795	-1275
0.005616	877	1407
0.0057408	-969	-1555
0.0058656	1067	1713
0.0059904	-1176	-1890
0.0061152	1299	2085
0.00624	-1432	-2299
0.0063648	1581	2538
0.0064896	-1745	-2802
0.0066144	1932	3099
0.0067392	-2140	-3431
0.006864	2375	3812
0.0069888	-2651	-4247
0.0071136	2967	4755
0.0072384	-3343	-5350
0.0073632	3796	6066
0.007488	-4349	-6942
0.0076128	5050	8045
0.0077376	-5970	-9488
0.0078624	7231	11452
0.0079872	-9081	-14316
0.008112	12074	18901
0.0082368	-17744	-27478
0.0083616	32431	49377
0.0084864	-209554	-340968
0.0086112	-248043	-270633
0.008736	42629	-38410
0.0088608	214755	-115232
0.0089856	269147	-125383
0.0091104	189320	-86452
0.0092352	159717	74232
0.00936	139497	164925
0.0094848	124528	219305
0.0096096	46722	180799
0.0097344	-68556	142698
0.0098592	-207157	117794
0.009984	-252640	138622
0.0101088	-203792	91170
0.0102336	-113240	-23087
0.0103584	-69470	-181157
0.0104832	-63147	-269436
0.010608	-68615	-273651
0.0107328	-19096	-168949
0.0108576	108560	-55358
0.0109824	256894	-17342
0.0111072	273639	-56695
0.011232	149474	-3642
0.0113568	55229	161914
0.0114816	87704	274926
0.0116064	103978	207164
0.0117312	-22413	78141
0.011856	-208142	47940
0.0119808	-277840	96215
0.0121056	-217319	91201
0.0122304	-117546	-1988
0.0123552	-48993	-133924
0.01248	-24375	-236349
0.0126048	-28292	-247969
0.0127296	1740	-169992
0.0128544	103426	-73003
0.0129792	199063	-31599
0.013104	208998	-20996
0.0132288	145797	31932
0.0133536	78381	125385
0.0134784	45825	203222
0.0136032	34392	215745
0.013728	8983	145989
0.0138528	-79762	29383
0.0139776	-219343	-22281
0.0141024	-275523	27915
0.0142272	-166340	60809
0.014352	-11253	-48486
0.0144768	23916	-206449
0.0146016	-29398	-235042
0.0147264	-15182	-138024
0.0148512	90202	-51714
0.014976	175086	-35208
0.0151008	176637	-31473
0.0152256	121078	11879
0.0153504	56531	84623
0.0154752	16836	164315
0.0156	22791	205225
0.0157248	28468	148348
0.0158496	-31470	36635
0.0159744	-149523	-16993
0.0160992	-210091	2213
0.016224	-166618	19227
0.0163488	-74070	-18655
0.0164736	647	-102090
0.0165984	19339	-170596
0.0167232	1097	-167926
0.016848	9645	-83704
0.0169728	98998	3817
0.0170976	189786	1265
0.0172224	158278	-47909
0.0173472	39441	-7899
0.017472	-21960	126025
0.0175968	24661	201207
0.0177216	59557	147878
0.0178464	2970	53418
0.0179712	-92340	6589
0.018096	-152543	5726
0.0182208	-156313	16095
0.0183456	-100399	7465
0.0184704	-24695	-50487
0.0185952	3244	-134401
0.01872	-22760	-160072
0.0188448	-22868	-92727
0.0189696	57141	-18378
0.0190944	143996	-15584
0.0192192	153861	-42922
0.019344	92242	-33618
0.0194688	27422	37644
0.0195936	3422	128301
0.0197184	29553	175030
0.0198432	56436	127421
0.019968	-1472	25654
0.0200928	-123080	-11632
0.0202176	-183371	40462
0.0203424	-121478	66627
0.0204672	-31658	-14541
0.020592	-23488	-124018
0.0207168	-58005	-154808
0.0208416	-46880	-111773
0.0209664	18675	-61560
0.0210912	99480	-37628
0.021216	151507	-41616
0.0213408	143764	-53426
0.0214656	72917	-17837
0.0215904	16281	88157
0.0217152	38387	177556
0.02184	73171	157982
0.0219648	25493	73321
0.0220896	-86445	30026
0.0222144	-164737	47463
0.0223392	-159114	62532
0.022464	-99908	22981
0.0225888	-47319	-68572
0.0227136	-37674	-157749
0.0228384	-63223	-178298
0.0229632	-41255	-109808
0.023088	65965	-37427
0.0232128	173798	-43644
0.0233376	178408	-79136
0.0234624	106252	-33894
0.0235872	57969	76006
0.023712	60077	162336
0.0238368	62819	175051
0.0239616	27490	135529
0.0240864	-47529	74693
0.0242112	-147396	34984
0.024336	-206702	44927
0.0244608	-161749	49236
0.0245856	-65090	-30302
0.0247104	-27472	-160737
0.0248352	-57835	-213089
0.02496	-49499	-154281
0.0250848	50365	-73446
0.0252096	159914	-49590
0.0253344	200332	-57698
0.0254592	160423	-34240
0.025584	88305	45963
0.0257088	42341	150348
0.0258336	45224	217821
0.0259584	48199	179866
0.0260832	-30606	85093
0.026208	-156446	32710
0.0263328	-221526	45488
0.0264576	-182715	34948
0.0265824	-108229	-39417
0.0267072	-54943	-135484
0.026832	-28490	-196418
0.0269568	-2734	-197343
0.0270816	35198	-135720
0.0272064	120864	-46824
0.0273312	212776	-11570
0.027456	215033	-22043
0.0275808	115114	16250
0.0277056	22060	139427
0.0278304	18829	237400
0.0279552	35463	215582
0.02808	-22746	110822
0.0282048	-136086	33254
0.0283296	-217530	11026
0.0284544	-216756	2212
0.0285792	-138568	-31887
0.028704	-47796	-113460
0.0288288	732	-202204
0.0289536	3800	-213953
0.0290784	36447	-135641
0.0292032	128649	-46217
0.029328	209261	-11881
0.0294528	203531	-2826
0.0295776	131380	42617
0.0297024	50776	121045
0.0298272	-5435	191741
0.029952	-28423	221454
0.0300768	-32791	169559
0.0302016	-78836	49282
0.0303264	-180217	-41398
0.0304512	-237888	-42553
0.030576	-172390	-24225
0.0307008	-43733	-86996
0.0308256	24149	-188347
0.0309504	21705	-213066
0.0310752	40387	-139172
0.0312	109781	-43053
0.0313248	187010	12535
0.0314496	205690	26487
0.0315744	148905	34728
0.0316992	42238	85181
0.031824	-36207	169722
0.0319488	-48256	218112
0.0320736	-35727	166807
0.0321984	-72103	53471
0.0323232	-148001	-29047
0.032448	-185042	-56904
0.0325728	-153063	-66181
0.0326976	-76683	-88849
0.0328224	8902	-126943
0.0329472	61550	-166345
0.033072	63149	-160112
0.0331968	63525	-65979
0.0333216	123186	42798
0.0334464	199082	69627
0.0335712	175365	27525
0.033696	48765	33610
0.0338208	-55997	119478
0.0339456	-68414	186312
0.0340704	-42875	161787
0.0341952	-47874	69546
0.03432	-96553	-19728
0.0344448	-144145	-64541
0.0345696	-143802	-63263
0.0346944	-76732	-57304
0.0348192	13870	-94773
0.034944	54068	-145759
0.0350688	39176	-139195
0.0351936	40422	-57637
0.0353184	90980	25102
0.0354432	141955	55805
0.035568	143321	47285
0.0356928	87340	29247
0.0358176	-4859	45893
0.0359424	-79765	99312
0.0360672	-73765	149720
0.036192	-26171	114894
0.0363168	-25374	3664
0.0364416	-96582	-69709
0.0365664	-137426	-52488
0.0366912	-81982	-15508
0.036816	7495	-46008
0.0369408	45782	-110841
0.0370656	22125	-128360
0.0371904	5183	-76304
0.0373152	28113	1935
0.03744	86950	51589
0.0375648	135549	42735
0.0376896	112320	3997
0.0378144	23679	-2619
0.0379392	-48285	56881
0.038064	-48243	115340
0.0381888	-15431	104519
0.0383136	-13329	41634
0.0384384	-53348	-12236
0.0385632	-94356	-25795
0.038688	-94582	-12927
0.0388128	-48803	-5322
0.0389376	16230	-43601
0.0390624	36231	-111230
0.0391872	-10379	-129618
0.039312	-39850	-54501
0.0394368	24731	36336
0.0395616	120995	42164
0.0396864	137722	-14184
0.0398112	68590	-32479
0.039936	-478	19503
0.0400608	-16991	88353
0.0401856	1327	114602
0.0403104	11482	82596
0.0404352	-21974	26780
0.04056	-83540	-2410
